Result Number,Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
389,LC08_L2SP_204026_20150930_20200908_02_T1,LC08_L1TP_204026_20150930_20200908_02_T1,LC82040262015273LGN01,2015/09/30,T1,2, 204, 026, 204, 026,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-30 11:11:28.835397,2015-09-30 11:12:00.605394,LGN,DAY,   0.36,   0.35,272,5,    7.075,    4.590,    5.384,LPGS_15.3.1c,36.75386555,161.23053715,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.07"N,5°22'24.31"W,49°54'29.66"N,7°06'07.45"W,49°58'42.24"N,3°45'06.34"W,47°43'29.68"N,6°55'38.71"W,47°47'23.64"N,3°43'10.74"W, 48.86613,  -5.37342, 49.90824,  -7.10207, 49.97840,  -3.75176, 47.72491,  -6.92742, 47.78990,  -3.71965,LC08_L2SP_204026_20150930_20200908_02_T1,LC82040262015273LGN01
390,LC08_L2SP_202021_20151002_20200908_02_T2,LC08_L1GT_202021_20151002_20200908_02_T2,LC82020212015275LGN01,2015/10/02,T2,2, 202, 021, 202, 021,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 10:57:08.02566,2015-10-02 10:57:39.795656,LGN,DAY,  -1.00,   7.28,-1,5,,,,LPGS_15.3.1c,29.73581145,166.16692239,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'39.20"N,1°00'12.17"E,56°57'59.04"N,1°03'55.26"W,57°01'56.86"N,2°57'25.78"E,54°45'11.66"N,0°50'24.97"W,54°48'50.58"N,2°57'34.34"E, 55.91089,   1.00338, 56.96640,  -1.06535, 57.03246,   2.95716, 54.75324,  -0.84027, 54.81405,   2.95954,LC08_L2SP_202021_20151002_20200908_02_T2,LC82020212015275LGN01
391,LC08_L2SP_202022_20151002_20200908_02_T1,LC08_L1TP_202022_20151002_20200908_02_T1,LC82020222015275LGN01,2015/10/02,T1,2, 202, 022, 202, 022,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 10:57:31.903989,2015-10-02 10:58:03.673985,LGN,DAY,  23.18,   5.07,166,5,    6.461,    4.542,    4.595,LPGS_15.3.1c,31.00539567,165.23903789,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,54°30'31"N,0°16'15.35"E,55°33'18.40"N,1°44'47.58"W,55°38'38.44"N,2°08'02.69"E,53°20'16.80"N,1°29'46.75"W,53°25'11.78"N,2°10'47.71"E, 54.50861,   0.27093, 55.55511,  -1.74655, 55.64401,   2.13408, 53.33800,  -1.49632, 53.41994,   2.17992,LC08_L2SP_202022_20151002_20200908_02_T1,LC82020222015275LGN01
392,LC08_L2SP_202024_20151002_20200908_02_T1,LC08_L1TP_202024_20151002_20200908_02_T1,LC82020242015275LGN01,2015/10/02,T1,2, 202, 024, 202, 024,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 10:58:19.66912,2015-10-02 10:58:51.439116,LGN,DAY,   7.88,   7.70,848,5,    3.133,    1.869,    2.515,LPGS_15.3.1c,33.53027388,163.42503236,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'36.28"N,1°04'22.84"W,52°46'11.60"N,2°45'46.26"W,52°42'43.92"N,0°42'20.77"E,50°38'20.22"N,2°46'25.43"W,50°35'07.69"N,0°32'09.92"E, 51.69341,  -1.07301, 52.76989,  -2.76285, 52.71220,   0.70577, 50.63895,  -2.77373, 50.58547,   0.53609,LC08_L2SP_202024_20151002_20200908_02_T1,LC82020242015275LGN01
393,LC08_L2SP_202025_20151002_20200908_02_T1,LC08_L1TP_202025_20151002_20200908_02_T1,LC82020252015275LGN01,2015/10/02,T1,2, 202, 025, 202, 025,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 10:58:43.555921,2015-10-02 10:59:15.325917,LGN,DAY,   0.07,   0.03,737,5,    2.984,    1.738,    2.426,LPGS_15.3.1c,34.78462814,162.52732641,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'52.21"N,1°41'35.30"W,51°21'03.10"N,3°20'51.04"W,51°18'45.22"N,0°00'53.21"E,49°12'50.44"N,3°19'56.24"W,49°10'42.56"N,0°07'01.31"W, 50.28117,  -1.69314, 51.35086,  -3.34751, 51.31256,   0.01478, 49.21401,  -3.33229, 49.17849,  -0.11703,LC08_L2SP_202025_20151002_20200908_02_T1,LC82020252015275LGN01
394,LC08_L2SP_202026_20151002_20200908_02_T1,LC08_L1TP_202026_20151002_20200908_02_T1,LC82020262015275LGN01,2015/10/02,T1,2, 202, 026, 202, 026,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 10:59:07.438486,2015-10-02 10:59:39.208482,LGN,DAY,   1.69,   1.05,692,5,    5.079,    3.393,    3.780,LPGS_15.3.1c,36.03270326,161.62920690,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59.44"N,2°16'59.56"W,49°55'53.15"N,3°54'20.48"W,49°54'38.95"N,0°38'00.89"W,47°47'29.69"N,3°52'04.37"W,47°46'20.82"N,0°43'56.21"W, 48.86651,  -2.28321, 49.93143,  -3.90569, 49.91082,  -0.63358, 47.79158,  -3.86788, 47.77245,  -0.73228,LC08_L2SP_202026_20151002_20200908_02_T1,LC82020262015275LGN01
395,LC08_L2SP_200021_20151004_20200908_02_T2,LC08_L1GT_200021_20151004_20200908_02_T2,LC82000212015277LGN01,2015/10/04,T2,2, 200, 021, 200, 021,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-04 10:44:46.518565,2015-10-04 10:45:18.288561,LGN,DAY,  -1.00,   5.15,-1,5,,,,LPGS_15.3.1c,28.99386202,166.46336507,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'39.78"N,4°05'40.16"E,56°59'30.95"N,2°09'44.21"E,56°57'24.08"N,6°05'06.72"E,54°49'29.82"N,2°12'27.83"E,54°47'32.78"N,5°55'05.05"E, 55.91105,   4.09449, 56.99193,   2.16228, 56.95669,   6.08520, 54.82495,   2.20773, 54.79244,   5.91807,LC08_L2SP_200021_20151004_20200908_02_T2,LC82000212015277LGN01
396,LC08_L2SP_200024_20151004_20200908_02_T1,LC08_L1TP_200024_20151004_20200908_02_T1,LC82000242015277LGN01,2015/10/04,T1,2, 200, 024, 200, 024,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-04 10:45:58.170497,2015-10-04 10:46:29.940493,LGN,DAY,  19.62,  16.00,202,5,    7.640,    5.542,    5.260,LPGS_15.3.1c,32.80061393,163.77127897,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,51°41'34.98"N,2°01'04.55"E,52°44'53.92"N,0°13'08.29"E,52°46'42.38"N,3°45'59.26"E,50°34'26.11"N,0°20'56.65"E,50°36'06.48"N,3°43'49.98"E, 51.69305,   2.01793, 52.74831,   0.21897, 52.77844,   3.76646, 50.57392,   0.34907, 50.60180,   3.73055,LC08_L2SP_200024_20151004_20200908_02_T1,LC82000242015277LGN01
397,LC08_L2SP_200025_20151004_20200908_02_T1,LC08_L1TP_200025_20151004_20200908_02_T1,LC82000252015277LGN01,2015/10/04,T1,2, 200, 025, 200, 025,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-04 10:46:22.053062,2015-10-04 10:46:53.823059,LGN,DAY,   5.00,   4.17,349,5,    6.902,    5.072,    4.681,LPGS_15.3.1c,34.05922703,162.89223832,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,50°16'51.85"N,1°23'52.51"E,51°19'48.29"N,0°21'43.06"W,51°22'41.95"N,3°05'00.02"E,49°09'03.28"N,0°12'42.91"W,49°11'44.05"N,3°04'46.60"E, 50.28107,   1.39792, 51.33008,  -0.36196, 51.37832,   3.08334, 49.15091,  -0.21192, 49.19557,   3.07961,LC08_L2SP_200025_20151004_20200908_02_T1,LC82000252015277LGN01
398,LC08_L2SP_205020_20151007_20200908_02_T2,LC08_L1GT_205020_20151007_20200908_02_T2,LC82050202015280LGN01,2015/10/07,T2,2, 205, 020, 205, 020,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-07 11:15:16.649059,2015-10-07 11:15:48.419055,LGN,DAY,   9.33,  14.47,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,26.58939577,167.80592842,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,57°18'35.93"N,2°50'48.62"W,58°23'13.63"N,4°54'44.10"W,58°22'55.56"N,0°46'36.12"W,56°11'40.60"N,4°48'06.37"W,56°11'23.96"N,0°54'18.47"W, 57.30998,  -2.84684, 58.38712,  -4.91225, 58.38210,  -0.77670, 56.19461,  -4.80177, 56.18999,  -0.90513,LC08_L2SP_205020_20151007_20200908_02_T2,LC82050202015280LGN01
399,LC08_L2SP_205023_20151007_20200908_02_T1,LC08_L1TP_205023_20151007_20200908_02_T1,LC82050232015280LGN01,2015/10/07,T1,2, 205, 023, 205, 023,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-07 11:16:28.305227,2015-10-07 11:17:00.075223,LGN,DAY,  36.69,  12.72,184,5,    7.271,    4.716,    5.535,LPGS_15.3.1c,30.42568697,165.13128507,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'08.53"N,5°03'00.97"W,54°09'11.16"N,6°57'32.80"W,54°13'04.62"N,3°14'48.88"W,51°57'17.32"N,6°45'44.32"W,52°00'52.96"N,3°14'04.56"W, 53.10237,  -5.05027, 54.15310,  -6.95911, 54.21795,  -3.24691, 51.95481,  -6.76231, 52.01471,  -3.23460,LC08_L2SP_205023_20151007_20200908_02_T1,LC82050232015280LGN01
400,LC08_L2SP_205024_20151007_20200908_02_T1,LC08_L1TP_205024_20151007_20200908_02_T1,LC82050242015280LGN01,2015/10/07,T1,2, 205, 024, 205, 024,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-07 11:16:52.192028,2015-10-07 11:17:23.962025,LGN,DAY,  30.07,  17.90,177,5,    7.686,    5.234,    5.629,LPGS_15.3.1c,31.69588498,164.27201695,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,51°41'34.73"N,5°42'13.46"W,52°44'09.85"N,7°34'02.71"W,52°49'12.29"N,3°58'24.46"W,50°32'10.43"N,7°21'04.39"W,50°36'50"N,3°55'37.96"W, 51.69298,  -5.70374, 52.73607,  -7.56742, 52.82008,  -3.97346, 50.53623,  -7.35122, 50.61389,  -3.92721,LC08_L2SP_205024_20151007_20200908_02_T1,LC82050242015280LGN01
401,LC08_L2SP_203023_20151009_20200908_02_T1,LC08_L1TP_203023_20151009_20200908_02_T1,LC82030232015282LGN02,2015/10/09,T1,2, 203, 023, 203, 023,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-09 11:04:06.531575,2015-10-09 11:04:38.301571,LGN,DAY,  16.37,  18.33,645,5,    5.581,    3.811,    4.077,LPGS_15.3.1c,29.69656582,165.42755125,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,53°06'09.18"N,1°57'25.92"W,54°10'31.69"N,3°44'34.91"W,54°08'35.81"N,0°07'07"W,52°01'25"N,3°42'24.66"W,51°59'37.75"N,0°15'31.32"W, 53.10255,  -1.95720, 54.17547,  -3.74303, 54.14328,  -0.11861, 52.02361,  -3.70685, 51.99382,  -0.25870,LC08_L2SP_203023_20151009_20200908_02_T1,LC82030232015282LGN02
402,LC08_L2SP_203026_20151009_20200908_02_T1,LC08_L1TP_203026_20151009_20200908_02_T1,LC82030262015282LGN02,2015/10/09,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-09 11:05:18.187743,2015-10-09 11:05:49.957739,LGN,DAY,   4.37,   5.75,884,5,    4.839,    3.064,    3.746,LPGS_15.3.1c,33.50356205,162.91581612,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.46"N,3°49'15.49"W,49°55'08.22"N,5°29'36.96"W,49°56'34.37"N,2°10'59.84"W,47°45'23.40"N,5°23'18.46"W,47°46'43.32"N,2°13'03.97"W, 48.86624,  -3.82097, 49.91895,  -5.49360, 49.94288,  -2.18329, 47.75650,  -5.38846, 47.77870,  -2.21777,LC08_L2SP_203026_20151009_20200908_02_T1,LC82030262015282LGN02
403,LC08_L2SP_208019_20151012_20200908_02_T1,LC08_L1TP_208019_20151012_20200908_02_T1,LC82080192015285LGN01,2015/10/12,T1,2, 208, 019, 208, 019,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-12 11:33:24.709815,2015-10-12 11:33:56.479812,LGN,DAY,  22.16,  13.21,295,5,    7.599,    5.759,    4.957,LPGS_15.3.1c,23.44483614,169.33057192,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,58°42'15.16"N,6°38'31.16"W,59°48'07.20"N,8°41'36.46"W,59°43'24.89"N,4°27'04.50"W,57°38'18.56"N,8°42'42.88"W,57°33'59.15"N,4°43'26.26"W, 58.70421,  -6.64199, 59.80200,  -8.69346, 59.72358,  -4.45125, 57.63849,  -8.71191, 57.56643,  -4.72396,LC08_L2SP_208019_20151012_20200908_02_T1,LC82080192015285LGN01
404,LC08_L2SP_208020_20151012_20200908_02_T1,LC08_L1TP_208020_20151012_20200908_02_T1,LC82080202015285LGN01,2015/10/12,T1,2, 208, 020, 208, 020,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-12 11:33:48.592381,2015-10-12 11:34:20.362377,LGN,DAY,  26.11,  15.56,388,5,    7.580,    5.726,    4.966,LPGS_15.3.1c,24.73780461,168.41722186,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,57°18'35.71"N,7°28'31.30"W,58°23'52.15"N,9°28'32.16"W,58°20'51.97"N,5°23'20.83"W,56°13'42.53"N,9°26'54.20"W,56°10'56.68"N,5°35'42.79"W, 57.30992,  -7.47536, 58.39782,  -9.47560, 58.34777,  -5.38912, 56.22848,  -9.44839, 56.18241,  -5.59522,LC08_L2SP_208020_20151012_20200908_02_T1,LC82080202015285LGN01
405,LC08_L2SP_208021_20151012_20200908_02_T1,LC08_L1TP_208021_20151012_20200908_02_T1,LC82080212015285LGN01,2015/10/12,T1,2, 208, 021, 208, 021,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-12 11:34:12.479182,2015-10-12 11:34:44.249178,LGN,DAY,  19.37,  12.02,223,5,    8.128,    6.038,    5.441,LPGS_15.3.1c,26.02789111,167.53697929,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,55°54'39.82"N,8°15'19.22"W,56°59'20.22"N,10°12'10.84"W,56°57'53.78"N,6°16'10.34"W,54°49'00.52"N,10°08'15.36"W,54°47'40.81"N,6°25'04.26"W, 55.91106,  -8.25534, 56.98895, -10.20301, 56.96494,  -6.26954, 54.81681, -10.13760, 54.79467,  -6.41785,LC08_L2SP_208021_20151012_20200908_02_T1,LC82080212015285LGN01
406,LC08_L2SP_208022_20151012_20200908_02_T1,LC08_L1TP_208022_20151012_20200908_02_T1,LC82080222015285LGN01,2015/10/12,T1,2, 208, 022, 208, 022,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-12 11:34:36.361747,2015-10-12 11:35:08.131744,LGN,DAY,  27.99,  18.94,408,5,    7.840,    5.552,    5.535,LPGS_15.3.1c,27.31441020,166.68297758,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,54°30'30.74"N,8°59'16.55"W,55°34'43.03"N,10°53'15.61"W,55°34'41.81"N,7°05'24.47"W,53°24'04.50"N,10°47'23.71"W,53°24'03.35"N,7°11'20.51"W, 54.50854,  -8.98793, 55.57862, -10.88767, 55.57828,  -7.09013, 53.40125, -10.78992, 53.40093,  -7.18903,LC08_L2SP_208022_20151012_20200908_02_T1,LC82080222015285LGN01
407,LC08_L2SP_204019_20151016_20200908_02_T2,LC08_L1GT_204019_20151016_20200908_02_T2,LC82040192015289LGN01,2015/10/16,T2,2, 204, 019, 204, 019,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-16 11:08:41.370501,2015-10-16 11:09:13.140497,LGN,DAY,  64.85,   6.53,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,21.99193694,169.73119545,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,58°42'14.90"N,0°27'39.31"W,59°48'14.76"N,2°30'03.42"W,59°43'10.81"N,1°44'06.68"E,57°38'36.02"N,2°31'51.42"W,57°33'56.66"N,1°27'06.08"E, 58.70414,  -0.46092, 59.80410,  -2.50095, 59.71967,   1.73519, 57.64334,  -2.53095, 57.56574,   1.45169,LC08_L2SP_204019_20151016_20200908_02_T2,LC82040192015289LGN01
408,LC08_L2SP_204020_20151016_20200908_02_T1,LC08_L1TP_204020_20151016_20200908_02_T1,LC82040202015289LGN01,2015/10/16,T1,2, 204, 020, 204, 020,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-16 11:09:05.253066,2015-10-16 11:09:37.023063,LGN,DAY,   6.32,  19.78,314,5,    7.257,    4.715,    5.517,LPGS_15.3.1c,23.28955550,168.84141096,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,57°18'35.50"N,1°17'38.98"W,58°23'54.17"N,3°17'08.56"W,58°20'32.75"N,0°47'41.93"E,56°13'54.12"N,3°16'09.77"W,56°10'48.68"N,0°34'43.25"E, 57.30986,  -1.29416, 58.39838,  -3.28571, 58.34243,   0.79498, 56.23170,  -3.26938, 56.18019,   0.57868,LC08_L2SP_204020_20151016_20200908_02_T1,LC82040202015289LGN01
409,LC08_L2SP_202020_20151018_20200908_02_T2,LC08_L1GT_202020_20151018_20200908_02_T2,LC82020202015291LGN01,2015/10/18,T2,2, 202, 020, 202, 020,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-18 10:56:44.936678,2015-10-18 10:57:16.706675,LGN,DAY,  -1.00,  17.32,-1,5,,,,LPGS_15.3.1c,22.57538307,169.03338735,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,57°18'35.78"N,1°47'26.92"E,58°22'26.62"N,0°20'17.09"W,58°24'53.35"N,3°50'19.36"E,56°09'54.18"N,0°08'37.79"W,56°12'09.07"N,3°47'23.32"E, 57.30994,   1.79081, 58.37406,  -0.33808, 58.41482,   3.83871, 56.16505,  -0.14383, 56.20252,   3.78981,LC08_L2SP_202020_20151018_20200908_02_T2,LC82020202015291LGN01
410,LC08_L2SP_203025_20151025_20200908_02_T1,LC08_L1TP_203025_20151025_20200908_02_T1,LC82030252015298LGN01,2015/10/25,T1,2, 203, 025, 203, 025,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-25 11:04:58.514249,2015-10-25 11:05:30.284245,LGN,DAY,  19.02,  18.99,540,5,    7.038,    4.196,    5.651,LPGS_15.3.1c,26.62515327,165.80179611,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.71"N,3°14'17.38"W,51°20'25.94"N,4°56'58.92"W,51°20'51.72"N,1°32'33.18"W,49°10'50.02"N,4°51'48.38"W,49°11'13.92"N,1°36'25.38"W, 50.28103,  -3.23816, 51.34054,  -4.94970, 51.34770,  -1.54255, 49.18056,  -4.86344, 49.18720,  -1.60705,LC08_L2SP_203025_20151025_20200908_02_T1,LC82030252015298LGN01
411,LC08_L2SP_203026_20151025_20200908_02_T1,LC08_L1TP_203026_20151025_20200908_02_T1,LC82030262015298LGN01,2015/10/25,T1,2, 203, 026, 203, 026,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-25 11:05:22.396814,2015-10-25 11:05:54.166811,LGN,DAY,  25.95,  14.57,522,5,    6.858,    4.452,    5.217,LPGS_15.3.1c,27.91437691,165.08633892,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'59"N,3°49'41.59"W,49°55'07.57"N,5°30'07.02"W,49°56'34.58"N,2°11'29.94"W,47°45'22.82"N,5°23'47.26"W,47°46'43.50"N,2°13'32.81"W, 48.86639,  -3.82822, 49.91877,  -5.50195, 49.94294,  -2.19165, 47.75634,  -5.39646, 47.77875,  -2.22578,LC08_L2SP_203026_20151025_20200908_02_T1,LC82030262015298LGN01
412,LC08_L2SP_201020_20151027_20200908_02_T2,LC08_L1GT_201020_20151027_20200908_02_T2,LC82010202015300LGN01,2015/10/27,T2,2, 201, 020, 201, 020,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-27 10:50:38.086174,2015-10-27 10:51:09.85617,LGN,DAY,  -1.00,  10.45,-1,5,,,,LPGS_15.3.1c,19.46117068,169.72997048,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,32,WGS84,WGS84,57°18'35.68"N,3°19'33.78"E,58°19'34.32"N,0°59'58.70"E,58°31'23.30"N,5°17'49.92"E,56°03'42.48"N,1°28'39.22"E,56°14'32.50"N,5°31'13.69"E, 57.30991,   3.32605, 58.32620,   0.99964, 58.52314,   5.29720, 56.06180,   1.47756, 56.24236,   5.52047,LC08_L2SP_201020_20151027_20200908_02_T2,LC82010202015300LGN01
413,LC08_L2SP_201021_20151027_20200908_02_T2,LC08_L1GT_201021_20151027_20200908_02_T2,LC82010212015300LGN01,2015/10/27,T2,2, 201, 021, 201, 021,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-27 10:51:01.968739,2015-10-27 10:51:33.738736,LGN,DAY,  -1.00,   2.61,-1,5,,,,LPGS_15.3.1c,20.76624700,168.93247249,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,31,WGS84,WGS84,55°54'40.61"N,2°32'47"E,56°58'43.36"N,0°32'36.24"E,56°59'37.03"N,4°31'03.22"E,54°47'20.90"N,0°40'40.76"E,54°48'10.37"N,4°26'03.70"E, 55.91128,   2.54639, 56.97871,   0.54340, 56.99362,   4.51756, 54.78914,   0.67799, 54.80288,   4.43436,LC08_L2SP_201021_20151027_20200908_02_T2,LC82010212015300LGN01
414,LC08_L2SP_208019_20151028_20200908_02_T2,LC08_L1GT_208019_20151028_20200908_02_T2,LC82080192015301LGN01,2015/10/28,T2,2, 208, 019, 208, 019,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-28 11:33:30.168504,2015-10-28 11:34:01.9385,LGN,DAY,   3.92,  16.63,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,17.81086150,170.61876578,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,29,WGS84,WGS84,58°42'13.93"N,6°39'27.43"W,59°48'07.31"N,8°42'34.20"W,59°43'26.22"N,4°27'42.80"W,57°38'08.99"N,8°43'37.20"W,57°33'50.69"N,4°44'03.41"W, 58.70387,  -6.65762, 59.80203,  -8.70950, 59.72395,  -4.46189, 57.63583,  -8.72700, 57.56408,  -4.73428,LC08_L2SP_208019_20151028_20200908_02_T2,LC82080192015301LGN01
415,LC08_L2SP_204021_20151101_20200908_02_T1,LC08_L1TP_204021_20151101_20200908_02_T1,LC82040212015305LGN01,2015/11/01,T1,2, 204, 021, 204, 021,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-01 11:09:35.373694,2015-11-01 11:10:07.14369,LGN,DAY,  28.04,  13.61,478,5,    8.429,    4.669,    7.018,LPGS_15.3.1c,19.13214438,169.20550566,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,55°54'40.43"N,2°05'36.31"W,56°59'25.66"N,4°02'06.68"W,56°57'40.21"N,0°06'07.20"W,54°49'15.20"N,3°58'44.26"W,54°47'37.97"N,0°15'33.12"W, 55.91123,  -2.09342, 56.99046,  -4.03519, 56.96117,  -0.10200, 54.82089,  -3.97896, 54.79388,  -0.25920,LC08_L2SP_204021_20151101_20200908_02_T1,LC82040212015305LGN01
416,LC08_L2SP_204026_20151101_20200908_02_T1,LC08_L1TP_204026_20151101_20200908_02_T1,LC82040262015305LGN01,2015/11/01,T1,2, 204, 026, 204, 026,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-01 11:11:34.794992,2015-11-01 11:12:06.564989,LGN,DAY,   0.24,   9.27,336,5,    8.117,    4.592,    6.694,LPGS_15.3.1c,25.63831750,165.67549383,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,48°51'58.50"N,5°22'44.54"W,49°54'29.12"N,7°06'22.46"W,49°58'42.06"N,3°45'36.43"W,47°43'29.17"N,6°55'53.08"W,47°47'23.46"N,3°43'39.58"W, 48.86625,  -5.37904, 49.90809,  -7.10624, 49.97835,  -3.76012, 47.72477,  -6.93141, 47.78985,  -3.72766,LC08_L2SP_204026_20151101_20200908_02_T1,LC82040262015305LGN01
417,LC08_L2SP_203025_20151110_20200908_02_T2,LC08_L1GT_203025_20151110_20200908_02_T2,LC82030252015314LGN01,2015/11/10,T2,2, 203, 025, 203, 025,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-10 11:04:59.707565,2015-11-10 11:05:31.477561,LGN,DAY,  26.54,  13.38,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,21.65106177,166.73716775,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,30,WGS84,WGS84,50°16'51.74"N,3°14'13.99"W,51°20'25.94"N,4°56'58.92"W,51°20'51.54"N,1°32'17.66"W,49°10'50.02"N,4°51'48.38"W,49°11'13.74"N,1°36'10.58"W, 50.28104,  -3.23722, 51.34054,  -4.94970, 51.34765,  -1.53824, 49.18056,  -4.86344, 49.18715,  -1.60294,LC08_L2SP_203025_20151110_20200908_02_T2,LC82030252015314LGN01
